<http://www.yso.fi/onto/yso/p27729>	culture jamming
<http://www.yso.fi/onto/yso/p5816>	karuna (behandling)
<http://www.yso.fi/onto/yso/p16293>	visor
<http://www.yso.fi/onto/yso/p6093>	masurbjörk
<http://www.yso.fi/onto/yso/p12669>	avstötningsreaktioner
<http://www.yso.fi/onto/yso/p18173>	undersökande lärande
<http://www.yso.fi/onto/yso/p20788>	vakande
<http://www.yso.fi/onto/yso/p17743>	spegelteleskop
<http://www.yso.fi/onto/yso/p1982>	nätvingar
<http://www.yso.fi/onto/yso/p28124>	harmonisk analys
<http://www.yso.fi/onto/yso/p112785>	Altaälven
<http://www.yso.fi/onto/yso/p954>	komponenter
<http://www.yso.fi/onto/yso/p110541>	Monäs (Munsala)
<http://www.yso.fi/onto/yso/p1556>	handelsläroverk
<http://www.yso.fi/onto/yso/p8761>	schimpans (art)
<http://www.yso.fi/onto/yso/p10462>	boskapsskötsel (ekonomi)
<http://www.yso.fi/onto/yso/p26254>	NMR-spektroskopi
<http://www.yso.fi/onto/yso/p116454>	Kuivajoki
<http://www.yso.fi/onto/yso/p107739>	Tavinsalmi (Maaninka)
<http://www.yso.fi/onto/yso/p7328>	trohet
<http://www.yso.fi/onto/yso/p23727>	parterapi
<http://www.yso.fi/onto/yso/p108126>	Brasilien
<http://www.yso.fi/onto/yso/p5229>	punk (kultur)
<http://www.yso.fi/onto/yso/p662>	exportbegränsningar
<http://www.yso.fi/onto/yso/p111525>	Lintilä (Bjärnå)
<http://www.yso.fi/onto/yso/p29878>	trummaskin
<http://www.yso.fi/onto/yso/p8257>	Raumanlinna
<http://www.yso.fi/onto/yso/p120658>	Teurajärvi (Kolari)
<http://www.yso.fi/onto/yso/p14508>	blodgrupper
<http://www.yso.fi/onto/yso/p18382>	bilbarnstolar
<http://www.yso.fi/onto/yso/p109950>	Matara (Juga)
<http://www.yso.fi/onto/yso/p22596>	kongenital nefros
<http://www.yso.fi/onto/yso/p30031>	solosånger
<http://www.yso.fi/onto/yso/p166502>	Voinsalmi (Rantasalmi)
<http://www.yso.fi/onto/yso/p14147>	mosaiker
<http://www.yso.fi/onto/yso/p21665>	Mänttä bildkonstfestival
<http://www.yso.fi/onto/yso/p4995>	vattenekologi
<http://www.yso.fi/onto/yso/p29356>	konsertprogram
<http://www.yso.fi/onto/yso/p15691>	droppstensgrottor
<http://www.yso.fi/onto/yso/p10488>	röjningssåg
<http://www.yso.fi/onto/yso/p2432>	roll relaterad till socioekonomisk grupp
<http://www.yso.fi/onto/yso/p7550>	ingefärsväxter
<http://www.yso.fi/onto/yso/p18772>	Päijänne nationalpark
<http://www.yso.fi/onto/yso/p27829>	stolgymnastik
<http://www.yso.fi/onto/yso/p28228>	ice cross downhill
<http://www.yso.fi/onto/yso/p139889>	Vartius (Kuhmo)
<http://www.yso.fi/onto/yso/p37994>	ginsengsläktet
<http://www.yso.fi/onto/yso/p7630>	seder
<http://www.yso.fi/onto/yso/p219172>	Kingisepp
<http://www.yso.fi/onto/yso/p107296>	Kuivasjärvi (Parkano : sjö)
<http://www.yso.fi/onto/yso/p7686>	folksägner
<http://www.yso.fi/onto/yso/p215500>	Pärnämäki (Joutsa)
<http://www.yso.fi/onto/yso/p24298>	vintervägar
<http://www.yso.fi/onto/yso/p38305>	modus (tonsystem)
<http://www.yso.fi/onto/yso/p2815>	arbetsförvaltning
<http://www.yso.fi/onto/yso/p27220>	osteomyelit
<http://www.yso.fi/onto/yso/p11563>	projektimport
<http://www.yso.fi/onto/yso/p193788>	Bockholmen (Kimitoön)
<http://www.yso.fi/onto/yso/p21659>	gynekologisk cancer
<http://www.yso.fi/onto/yso/p2669>	SQL
<http://www.yso.fi/onto/yso/p110568>	Onegasjön
<http://www.yso.fi/onto/yso/p12685>	djurskyddsföreningar
<http://www.yso.fi/onto/yso/p27623>	ungdomsgaranti
<http://www.yso.fi/onto/yso/p28575>	mormorsrutor
<http://www.yso.fi/onto/yso/p3350>	svenskhet
<http://www.yso.fi/onto/yso/p29274>	Fiskartorpet
<http://www.yso.fi/onto/yso/p12528>	plastbeläggning
<http://www.yso.fi/onto/yso/p16770>	motorisk utveckling
<http://www.yso.fi/onto/yso/p111730>	Sairala (Kirvus)
<http://www.yso.fi/onto/yso/p14450>	altaren
<http://www.yso.fi/onto/yso/p17278>	lädertillverkare
<http://www.yso.fi/onto/yso/p19774>	Helige Nikolaos katedral (Kuopio)
<http://www.yso.fi/onto/yso/p19796>	studentteatrar
<http://www.yso.fi/onto/yso/p8695>	fosfor
<http://www.yso.fi/onto/yso/p174821>	Piemonte
<http://www.yso.fi/onto/yso/p18190>	autism
<http://www.yso.fi/onto/yso/p11129>	semesterhem
<http://www.yso.fi/onto/yso/p27884>	stor dammsnäcka
<http://www.yso.fi/onto/yso/p405>	släktingar
<http://www.yso.fi/onto/yso/p26439>	kulturutbyte
<http://www.yso.fi/onto/yso/p16067>	gäldenär
<http://www.yso.fi/onto/yso/p109865>	Reykjavík
<http://www.yso.fi/onto/yso/p20875>	rymdväder (lång period)
<http://www.yso.fi/onto/yso/p108131>	Bremen
<http://www.yso.fi/onto/yso/p5594>	personer i arbetsför ålder
<http://www.yso.fi/onto/yso/p11759>	DQL
<http://www.yso.fi/onto/yso/p15334>	faderskap
<http://www.yso.fi/onto/yso/p17772>	musikdoktorer
<http://www.yso.fi/onto/yso/p15996>	fallibilism
<http://www.yso.fi/onto/yso/p15915>	stråkorkestrar
<http://www.yso.fi/onto/yso/p18889>	mopeder
<http://www.yso.fi/onto/yso/p30002>	fritt ackompanjemang
<http://www.yso.fi/onto/yso/p29870>	beguine (danser)
<http://www.yso.fi/onto/yso/p5910>	jaktturism
<http://www.yso.fi/onto/yso/p10188>	Frugård (Jorois)
<http://www.yso.fi/onto/yso/p14771>	utmätning
<http://www.yso.fi/onto/yso/p13904>	lobotomi
<http://www.yso.fi/onto/yso/p20544>	invånare i Kajana
<http://www.yso.fi/onto/yso/p37916>	fjäderarbeten
<http://www.yso.fi/onto/yso/p13893>	zirkonium
<http://www.yso.fi/onto/yso/p22229>	glykemisk belastning
<http://www.yso.fi/onto/yso/p6388>	fistlar
<http://www.yso.fi/onto/yso/p8649>	marksubstans
<http://www.yso.fi/onto/yso/p10228>	signaturer
<http://www.yso.fi/onto/yso/p6814>	poltergeist
<http://www.yso.fi/onto/yso/p27675>	tecknat tal
<http://www.yso.fi/onto/yso/p26434>	auktoriserade translatorer
<http://www.yso.fi/onto/yso/p19629>	socialhandledare
<http://www.yso.fi/onto/yso/p21613>	socialverk
<http://www.yso.fi/onto/yso/p94473>	Gamla Finland
<http://www.yso.fi/onto/yso/p6020>	matriklar (medlemsförteckningar)
<http://www.yso.fi/onto/yso/p6222>	innehavare av militär specialtjänst
<http://www.yso.fi/onto/yso/p1813>	japaner
<http://www.yso.fi/onto/yso/p23376>	Nurmo kyrka
<http://www.yso.fi/onto/yso/p9427>	psykiskt arbetarskydd
<http://www.yso.fi/onto/yso/p179007>	Playa del Inglés
<http://www.yso.fi/onto/yso/p26326>	numerisk styrning
<http://www.yso.fi/onto/yso/p109631>	Tölö (Helsingfors)
<http://www.yso.fi/onto/yso/p29676>	sakralt kungadöme
<http://www.yso.fi/onto/yso/p196809>	Hetteenmäki (Kajana)
<http://www.yso.fi/onto/yso/p94190>	Bötom
<http://www.yso.fi/onto/yso/p203700>	Pakainen (Masku)
<http://www.yso.fi/onto/yso/p11492>	finansieringsbokföring
<http://www.yso.fi/onto/yso/p205520>	Skopje
<http://www.yso.fi/onto/yso/p7426>	idrottsgymnasier
<http://www.yso.fi/onto/yso/p193736>	Ryökkylä (Ilomants)
<http://www.yso.fi/onto/yso/p1434>	ande (filosofi)
<http://www.yso.fi/onto/yso/p25139>	positiv särbehandling
<http://www.yso.fi/onto/yso/p6891>	statsgaranti
<http://www.yso.fi/onto/yso/p124373>	Gullkrona (Nagu)
<http://www.yso.fi/onto/yso/p37953>	borrhammare
<http://www.yso.fi/onto/yso/p10625>	mormoner
<http://www.yso.fi/onto/yso/p16305>	regionalt socialarbete
<http://www.yso.fi/onto/yso/p21595>	lag om företagssanering
<http://www.yso.fi/onto/yso/p17954>	fastighetsbranschen
<http://www.yso.fi/onto/yso/p14603>	språkfilosofi
<http://www.yso.fi/onto/yso/p2538>	staten (offentlig makt)
<http://www.yso.fi/onto/yso/p16016>	experttjänster
<http://www.yso.fi/onto/yso/p13073>	Adobe InDesign
<http://www.yso.fi/onto/yso/p94132>	Hausjärvi
<http://www.yso.fi/onto/yso/p27195>	odlingsnamn
<http://www.yso.fi/onto/yso/p9334>	militärfordon
<http://www.yso.fi/onto/yso/p198836>	Tikkakoski (Jyväskylä)
<http://www.yso.fi/onto/yso/p15904>	e-postadresser
<http://www.yso.fi/onto/yso/p38094>	sibirisk järnsparv
<http://www.yso.fi/onto/yso/p12415>	social perception
<http://www.yso.fi/onto/yso/p21417>	anime
<http://www.yso.fi/onto/yso/p159791>	Vähäjoki
<http://www.yso.fi/onto/yso/p9325>	konsumentförvaltning
<http://www.yso.fi/onto/yso/p2001>	regionala nätverk
<http://www.yso.fi/onto/yso/p128897>	Pelso (Vaala)
<http://www.yso.fi/onto/yso/p7326>	leveransvillkor
<http://www.yso.fi/onto/yso/p17492>	transistormottagare
<http://www.yso.fi/onto/yso/p118609>	Tyrolen
<http://www.yso.fi/onto/yso/p149187>	Nordvästra Birkalands ekonomiska region
<http://www.yso.fi/onto/yso/p9498>	lymfaterapi
<http://www.yso.fi/onto/yso/p9682>	biologiska dammar
<http://www.yso.fi/onto/yso/p15308>	andlighet (mentala egenskaper)
<http://www.yso.fi/onto/yso/p1365>	lyrik
<http://www.yso.fi/onto/yso/p15261>	järnbakterier
<http://www.yso.fi/onto/yso/p8734>	imitation
<http://www.yso.fi/onto/yso/p4586>	teaterdockor
<http://www.yso.fi/onto/yso/p38215>	köldmedier
<http://www.yso.fi/onto/yso/p22813>	seriestrippar
<http://www.yso.fi/onto/yso/p11566>	naturligt ljus
<http://www.yso.fi/onto/yso/p111190>	Heinäpää (Uleåborg)
<http://www.yso.fi/onto/yso/p16751>	flebografi
<http://www.yso.fi/onto/yso/p11071>	volgafinska språk
<http://www.yso.fi/onto/yso/p30105>	förberedande instrumentstudier
<http://www.yso.fi/onto/yso/p23991>	beredskapsförband
<http://www.yso.fi/onto/yso/p28413>	tidsstruktur (berättande)
<http://www.yso.fi/onto/yso/p109149>	Muuruvesi
<http://www.yso.fi/onto/yso/p10161>	barnspråk
<http://www.yso.fi/onto/yso/p94216>	Kumo
<http://www.yso.fi/onto/yso/p9622>	radiolag
<http://www.yso.fi/onto/yso/p8562>	hushåll
<http://www.yso.fi/onto/yso/p24217>	associerade sjukdomar
<http://www.yso.fi/onto/yso/p23953>	adiponektin
<http://www.yso.fi/onto/yso/p27724>	skandinavism
<http://www.yso.fi/onto/yso/p30119>	laika (musik)
<http://www.yso.fi/onto/yso/p15607>	museologi
<http://www.yso.fi/onto/yso/p5323>	prydnadsföremål
<http://www.yso.fi/onto/yso/p94223>	Koskis (Egentliga Finland)
<http://www.yso.fi/onto/yso/p13399>	viltvårdare
<http://www.yso.fi/onto/yso/p7897>	instinkter
<http://www.yso.fi/onto/yso/p9319>	metadata
<http://www.yso.fi/onto/yso/p30052>	kadrilj (danser)
<http://www.yso.fi/onto/yso/p6932>	karelska
<http://www.yso.fi/onto/yso/p6697>	revisionism
<http://www.yso.fi/onto/yso/p3998>	Into Work-projektet
<http://www.yso.fi/onto/yso/p29065>	mimikry
<http://www.yso.fi/onto/yso/p189895>	Koivuniemi (Orivesi)
<http://www.yso.fi/onto/yso/p26831>	caper
<http://www.yso.fi/onto/yso/p1292>	antivirusprogram
<http://www.yso.fi/onto/yso/p16359>	medborgare
<http://www.yso.fi/onto/yso/p28743>	virkning av mormorsrutor
<http://www.yso.fi/onto/yso/p5253>	förlåtelse
<http://www.yso.fi/onto/yso/p11992>	samhällspsykologi
<http://www.yso.fi/onto/yso/p12615>	guldmalmer
<http://www.yso.fi/onto/yso/p11083>	skogsägare
<http://www.yso.fi/onto/yso/p111781>	Houhajärvi
<http://www.yso.fi/onto/yso/p3007>	klorofyll
<http://www.yso.fi/onto/yso/p110858>	Kontu (Villmanstrand)
<http://www.yso.fi/onto/yso/p20954>	ekoteologi
<http://www.yso.fi/onto/yso/p15243>	militärdiktatur
<http://www.yso.fi/onto/yso/p20757>	personalbiljetter
<http://www.yso.fi/onto/yso/p2158>	politisk geografi
<http://www.yso.fi/onto/yso/p10383>	arbetslöshetsersättningar
<http://www.yso.fi/onto/yso/p623>	hierarki
<http://www.yso.fi/onto/yso/p139804>	Vuohijärvi
<http://www.yso.fi/onto/yso/p5283>	kognitiva processer
<http://www.yso.fi/onto/yso/p191269>	Kaarila (Tammerfors)
<http://www.yso.fi/onto/yso/p14066>	naturvårdare
<http://www.yso.fi/onto/yso/p4907>	fredsarbete
<http://www.yso.fi/onto/yso/p37887>	Aulanko naturskyddsområde
<http://www.yso.fi/onto/yso/p117766>	Kaliningradområdet
<http://www.yso.fi/onto/yso/p38124>	abbasider
<http://www.yso.fi/onto/yso/p28915>	könsneutralt äktenskap
<http://www.yso.fi/onto/yso/p12838>	examenssystem
<http://www.yso.fi/onto/yso/p7169>	svart handel
<http://www.yso.fi/onto/yso/p14577>	ädelstensterapi
<http://www.yso.fi/onto/yso/p15302>	skytte
<http://www.yso.fi/onto/yso/p94158>	Ingå
<http://www.yso.fi/onto/yso/p17840>	centrifugalkraft
<http://www.yso.fi/onto/yso/p210900>	Reuskula (Jakimvaara)
<http://www.yso.fi/onto/yso/p27110>	finländare i Argentina
<http://www.yso.fi/onto/yso/p15846>	postgraduala examina
<http://www.yso.fi/onto/yso/p28616>	arkivmaterial
<http://www.yso.fi/onto/yso/p198830>	Ahmas (Utajärvi)
<http://www.yso.fi/onto/yso/p6736>	sömnmedel
<http://www.yso.fi/onto/yso/p14813>	rapphöna
<http://www.yso.fi/onto/yso/p18475>	lilla ofreden
<http://www.yso.fi/onto/yso/p21832>	DRM
<http://www.yso.fi/onto/yso/p21935>	lag om en kommun- och servicestrukturreform
<http://www.yso.fi/onto/yso/p6034>	vårdinrättningar
<http://www.yso.fi/onto/yso/p12684>	dogmatik
<http://www.yso.fi/onto/yso/p111285>	Sutela (Varpaisjärvi)
<http://www.yso.fi/onto/yso/p37792>	fredsbevarande operationer
<http://www.yso.fi/onto/yso/p21962>	broomball
<http://www.yso.fi/onto/yso/p14068>	kulturturism
<http://www.yso.fi/onto/yso/p109294>	Haiti
<http://www.yso.fi/onto/yso/p19183>	skogvaktare
<http://www.yso.fi/onto/yso/p17664>	treenighetsläran
<http://www.yso.fi/onto/yso/p22872>	övergångsarbetsmarknaden
<http://www.yso.fi/onto/yso/p18015>	inhalatorer
<http://www.yso.fi/onto/yso/p26943>	tidsskildring
<http://www.yso.fi/onto/yso/p110872>	Kemppilä (Jäskis)
<http://www.yso.fi/onto/yso/p133707>	Aittokylä (Haapavesi)
<http://www.yso.fi/onto/yso/p25964>	datastrukturer
<http://www.yso.fi/onto/yso/p128905>	Väkevälä (Ylämaa)
<http://www.yso.fi/onto/yso/p192080>	Stettin
<http://www.yso.fi/onto/yso/p13002>	datormontörer
<http://www.yso.fi/onto/yso/p17072>	jordartsgeologi
<http://www.yso.fi/onto/yso/p24241>	RAW (filformat)
<http://www.yso.fi/onto/yso/p22795>	Moodle
<http://www.yso.fi/onto/yso/p6365>	kvinnans ställning
<http://www.yso.fi/onto/yso/p9135>	oxidering
<http://www.yso.fi/onto/yso/p108808>	Hammastunturi
<http://www.yso.fi/onto/yso/p14725>	militärkläder
<http://www.yso.fi/onto/yso/p216629>	Neittävä (Vaala)
<http://www.yso.fi/onto/yso/p5709>	kommunikationsbranschen
<http://www.yso.fi/onto/yso/p209158>	Makedonien (historiskt rike)
<http://www.yso.fi/onto/yso/p9159>	väderradar
<http://www.yso.fi/onto/yso/p116457>	Simunankoski
<http://www.yso.fi/onto/yso/p3936>	utträde
<http://www.yso.fi/onto/yso/p105477>	Vuohtojärvi
<http://www.yso.fi/onto/yso/p216676>	Loukeinen (Tuusniemi)
<http://www.yso.fi/onto/yso/p14925>	sublimation (förångning)
<http://www.yso.fi/onto/yso/p18481>	djurbeteende
<http://www.yso.fi/onto/yso/p12711>	freesiasläktet
<http://www.yso.fi/onto/yso/p24320>	närstrid
<http://www.yso.fi/onto/yso/p27478>	heminkvartering
<http://www.yso.fi/onto/yso/p23083>	energiutvinning
<http://www.yso.fi/onto/yso/p1632>	psykologi
<http://www.yso.fi/onto/yso/p26685>	baracker
<http://www.yso.fi/onto/yso/p27517>	parotit
<http://www.yso.fi/onto/yso/p124010>	Hiitolankylä (Hiitola)
<http://www.yso.fi/onto/yso/p16363>	hastighet
<http://www.yso.fi/onto/yso/p26249>	partiell sjukledighet
<http://www.yso.fi/onto/yso/p226787>	Junosuando
<http://www.yso.fi/onto/yso/p23516>	museiflygplan
<http://www.yso.fi/onto/yso/p24578>	överlägsenhet
<http://www.yso.fi/onto/yso/p107485>	Sandudd (Helsingfors)
<http://www.yso.fi/onto/yso/p18828>	eurasianism
<http://www.yso.fi/onto/yso/p25196>	lymfocytär kolit
<http://www.yso.fi/onto/yso/p25649>	vindsbjälklag
<http://www.yso.fi/onto/yso/p13553>	syrisk litteratur
<http://www.yso.fi/onto/yso/p24507>	sanskritlitteratur
<http://www.yso.fi/onto/yso/p504574>	Augsburg
<http://www.yso.fi/onto/yso/p7041>	bågsäv
<http://www.yso.fi/onto/yso/p13721>	etruskologi
<http://www.yso.fi/onto/yso/p897>	kulstötning
<http://www.yso.fi/onto/yso/p12676>	samlingar
<http://www.yso.fi/onto/yso/p149717>	Kauhtue (Gustav Adolfs)
<http://www.yso.fi/onto/yso/p12071>	lagstiftningsordning
<http://www.yso.fi/onto/yso/p1438>	naturenlighet
<http://www.yso.fi/onto/yso/p196118>	Nordcypern
<http://www.yso.fi/onto/yso/p1114>	sängkläder
<http://www.yso.fi/onto/yso/p204781>	Jonkeri (Kuhmo)
<http://www.yso.fi/onto/yso/p26295>	repeterbarhet
<http://www.yso.fi/onto/yso/p17742>	korrosionsbeständighet
<http://www.yso.fi/onto/yso/p6357>	sysselsättning (tillstånd)
<http://www.yso.fi/onto/yso/p17316>	vårdhem
<http://www.yso.fi/onto/yso/p107622>	Sandviken (Vasa)
<http://www.yso.fi/onto/yso/p25175>	bukhåla
<http://www.yso.fi/onto/yso/p109198>	Saint Lucia
<http://www.yso.fi/onto/yso/p23665>	kräkningar
<http://www.yso.fi/onto/yso/p135826>	Lappea (Kolari)
<http://www.yso.fi/onto/yso/p118594>	Södra Vallgrund (Korsholm)
<http://www.yso.fi/onto/yso/p118920>	Topjoki
<http://www.yso.fi/onto/yso/p9267>	havreflingor
<http://www.yso.fi/onto/yso/p21158>	mitokondrier
<http://www.yso.fi/onto/yso/p12091>	fredsframtvingande
<http://www.yso.fi/onto/yso/p4906>	fredsrörelser
<http://www.yso.fi/onto/yso/p139595>	Kuivajärvi (Ruovesi)
<http://www.yso.fi/onto/yso/p182750>	Anttilanmäki (Lahtis)
<http://www.yso.fi/onto/yso/p6073>	maskinförare
<http://www.yso.fi/onto/yso/p4549>	behandling och hantering
<http://www.yso.fi/onto/yso/p19339>	mikrofotografering
<http://www.yso.fi/onto/yso/p21250>	bärhäggmispel
<http://www.yso.fi/onto/yso/p5422>	enterolakton
<http://www.yso.fi/onto/yso/p28926>	medvetandegrad
<http://www.yso.fi/onto/yso/p15156>	plattfot
<http://www.yso.fi/onto/yso/p139>	makromolekyler
<http://www.yso.fi/onto/yso/p23309>	infrastrukturbygge
<http://www.yso.fi/onto/yso/p37738>	Hepoköngäs naturskyddsområde
<http://www.yso.fi/onto/yso/p8992>	projektion
<http://www.yso.fi/onto/yso/p28353>	in silico-metod
<http://www.yso.fi/onto/yso/p111735>	Viitaperä (Pudasjärvi)
<http://www.yso.fi/onto/yso/p38109>	formträdgårdar
<http://www.yso.fi/onto/yso/p21139>	AdSense
<http://www.yso.fi/onto/yso/p1024>	brott mot mänskligheten
<http://www.yso.fi/onto/yso/p1748>	Yersiniabakterier
<http://www.yso.fi/onto/yso/p11190>	tillvaratagande
<http://www.yso.fi/onto/yso/p452>	folkhälsa
<http://www.yso.fi/onto/yso/p24387>	felparkeringsavgifter
<http://www.yso.fi/onto/yso/p20926>	Pyynikinajot
<http://www.yso.fi/onto/yso/p111467>	Juhola (Mänttä)
<http://www.yso.fi/onto/yso/p30003>	ljudinspelningar (sessioner)
<http://www.yso.fi/onto/yso/p10556>	vilda växter
<http://www.yso.fi/onto/yso/p20058>	vildkatt
<http://www.yso.fi/onto/yso/p18111>	formulärhandböcker
<http://www.yso.fi/onto/yso/p8807>	stiftsfullmäktige
<http://www.yso.fi/onto/yso/p105194>	Tver
<http://www.yso.fi/onto/yso/p4965>	flyktingarbete
<http://www.yso.fi/onto/yso/p107972>	Värtsilä
<http://www.yso.fi/onto/yso/p726>	sionism
<http://www.yso.fi/onto/yso/p8254>	sexuella störningar
<http://www.yso.fi/onto/yso/p8160>	brudgummar
<http://www.yso.fi/onto/yso/p25028>	tibetologi
<http://www.yso.fi/onto/yso/p4741>	pysselböcker
<http://www.yso.fi/onto/yso/p15649>	statiner
<http://www.yso.fi/onto/yso/p26623>	cross-language information retrieval
<http://www.yso.fi/onto/yso/p27634>	museibroar
<http://www.yso.fi/onto/yso/p4004>	vårdfiske
<http://www.yso.fi/onto/yso/p469>	medicin
<http://www.yso.fi/onto/yso/p12675>	bildsamlingar
<http://www.yso.fi/onto/yso/p20412>	Logo
<http://www.yso.fi/onto/yso/p109502>	Taivalmaa (Jalasjärvi)
<http://www.yso.fi/onto/yso/p12016>	spannmålsindustri
<http://www.yso.fi/onto/yso/p25183>	däckfirmor
<http://www.yso.fi/onto/yso/p505667>	Newcastle-upon-Tyne
<http://www.yso.fi/onto/yso/p5533>	skjutbanor
<http://www.yso.fi/onto/yso/p117598>	Lautala (Nuijamaa)
<http://www.yso.fi/onto/yso/p3040>	tran- och rallfåglar
<http://www.yso.fi/onto/yso/p19299>	kyudo
<http://www.yso.fi/onto/yso/p19429>	klassiker
<http://www.yso.fi/onto/yso/p109649>	Saarijärvi (S:t Michels landskommun : sjö)
<http://www.yso.fi/onto/yso/p217680>	Ancylussjön
<http://www.yso.fi/onto/yso/p152165>	Saloinen (Janakkala)
<http://www.yso.fi/onto/yso/p18662>	smörjmedel
<http://www.yso.fi/onto/yso/p20033>	skabbdjur
<http://www.yso.fi/onto/yso/p24181>	prebiotika
<http://www.yso.fi/onto/yso/p5513>	hemvård
<http://www.yso.fi/onto/yso/p29040>	öronmurkla
<http://www.yso.fi/onto/yso/p14281>	skuldebrev
<http://www.yso.fi/onto/yso/p26491>	fingerdockor
<http://www.yso.fi/onto/yso/p13722>	politisk journalistik
<http://www.yso.fi/onto/yso/p196781>	Oravankylä (Pyhäjärvi Ol.)
<http://www.yso.fi/onto/yso/p110536>	Drottninggatan (Lovisa)
<http://www.yso.fi/onto/yso/p2250>	invånaraktivitet
<http://www.yso.fi/onto/yso/p1450>	synskador
<http://www.yso.fi/onto/yso/p28111>	tennisbanor
<http://www.yso.fi/onto/yso/p25958>	våldsförebyggande arbete
<http://www.yso.fi/onto/yso/p10120>	spanska sjukan
<http://www.yso.fi/onto/yso/p17088>	StarImpress
<http://www.yso.fi/onto/yso/p23350>	Rödstensparken (Helsingfors)
<http://www.yso.fi/onto/yso/p7988>	artificiellt liv
<http://www.yso.fi/onto/yso/p25192>	revisionsutskott
<http://www.yso.fi/onto/yso/p1076>	synonympreparat
<http://www.yso.fi/onto/yso/p23384>	nöjescentra
<http://www.yso.fi/onto/yso/p176119>	Pellinge (Borgå)
<http://www.yso.fi/onto/yso/p28660>	bambu (material)
<http://www.yso.fi/onto/yso/p138641>	Kiukoonniemi (Tuusniemi)
<http://www.yso.fi/onto/yso/p206522>	Cornwall
<http://www.yso.fi/onto/yso/p27496>	kvantfältteori
<http://www.yso.fi/onto/yso/p20149>	CADS
<http://www.yso.fi/onto/yso/p6121>	flyttning
<http://www.yso.fi/onto/yso/p112755>	Nuorajärvi
<http://www.yso.fi/onto/yso/p22147>	turneringar
<http://www.yso.fi/onto/yso/p10618>	droganvändning
<http://www.yso.fi/onto/yso/p94101>	Dragsfjärd
<http://www.yso.fi/onto/yso/p15804>	Marfans syndrom
<http://www.yso.fi/onto/yso/p26607>	Charcots fot
<http://www.yso.fi/onto/yso/p200880>	Mettälä (Kouvola)
<http://www.yso.fi/onto/yso/p22958>	syreradikaler
<http://www.yso.fi/onto/yso/p164553>	Jäppinen (Kivinebb)
<http://www.yso.fi/onto/yso/p3449>	vattenbyggnad
<http://www.yso.fi/onto/yso/p11336>	peruker
<http://www.yso.fi/onto/yso/p22395>	Schwachmans syndrom
<http://www.yso.fi/onto/yso/p12306>	bandmaskar
<http://www.yso.fi/onto/yso/p28285>	stiglöpning
<http://www.yso.fi/onto/yso/p6680>	människa-maskinsystem
